PNU,Year,Month,Price,DealArea,PblntfPclnd,RegstrSe,Lndcgr,LndpclAr,PrposArea1,PrposArea2,LadUseSittn,TpgrphHg,TpgrphFrm,RoadSide,PclndIndex,PclndChgRt,AcmtlPclndChgRt,LargeClPclndIndex,LargeClPclndChgRt,LargeClAcmtlPclndChgRt,PPI,CPI,MT1,MT1_500m,MT1_1000m,MT1_3000m,CS2,CS2_500m,CS2_1000m,CS2_3000m,PS3,PS3_500m,PS3_1000m,PS3_3000m,SC4,SC4_500m,SC4_1000m,SC4_3000m,AC5,AC5_500m,AC5_1000m,AC5_3000m,PK6,PK6_500m,PK6_1000m,PK6_3000m,OL7,OL7_500m,OL7_1000m,OL7_3000m,SW8,SW8_500m,SW8_1000m,SW8_3000m,BK9,BK9_500m,BK9_1000m,BK9_3000m,CT1,CT1_500m,CT1_1000m,CT1_3000m,AG2,AG2_500m,AG2_1000m,AG2_3000m,PO3,PO3_500m,PO3_1000m,PO3_3000m,AT4,AT4_500m,AT4_1000m,AT4_3000m,AD5,AD5_500m,AD5_1000m,AD5_3000m,FD6,FD6_500m,FD6_1000m,FD6_3000m,CE7,CE7_500m,CE7_1000m,CE7_3000m,HP8,HP8_500m,HP8_1000m,HP8_3000m,PM9,PM9_500m,PM9_1000m,PM9_3000m,LandUsePlans
4127111300100010000,2022,5,61224,2450.0,118100,Re1,Lc01,2450,A144,A200,Us510,Hg03,Fm05,Rs12,98.732,0.321,1.542,98.412,0.35,1.65,119.43,107.5,2633,0,0,1,1028,0,0,41,943,0,3,45,989,0,1,11,967,0,1,67,849,0,1,23,953,0,1,12,4372,0,0,0,1029,0,0,17,919,0,1,2,971,0,1,93,1166,0,0,7,301,2,2,22,1269,0,0,4,114,2,15,401,1086,0,0,70,1198,0,0,31,1207,0,0,15,UMH300(1)/UQQ600(1)/UQA430(1)/UII100(1)/UMX100(1)/UQA001(1)/UDV100(1)/UFM120(3)/UBA200(1)/UFM100(3)
4117110300102160000,2022,9,174089,1729.0,142500,Re1,Lc02,1729,A144,A243,Us610,Hg02,Fm05,Rs10,99.838,0.206,3.011,99.605,0.243,2.882,120.06,108.82,1749,0,0,8,987,0,1,148,878,0,1,135,844,0,1,30,1040,0,0,418,1028,0,0,115,1262,0,0,14,2670,0,0,2,1042,0,0,135,1955,0,0,10,1044,0,0,435,1520,0,0,18,1314,0,0,22,2086,0,0,60,1039,0,0,2231,986,0,1,500,1272,0,0,215,1273,0,0,92,UQY110(2)/UJC100(2)/UII100(1)/UMX100(1)/UQA430(1)/UIZ000(1)/UDV100(2)/UQA001(1)/UNE123(1)/UBA100(1)
4117110300200320012,2016,1,189149,11023.0,85900,Re2,Lc05,11023,A143,A200,Us720,Hg03,Fm07,Rs01,78.243,0.077,0.077,77.577,0.088,0.088,97.56,95.232,948,0,1,10,362,1,10,150,334,1,14,152,739,0,5,32,355,1,39,440,435,1,7,131,248,3,4,15,1319,0,0,2,276,2,7,125,1355,0,0,16,354,5,29,482,455,1,2,18,690,0,4,16,1617,0,0,36,132,12,91,1922,355,1,20,482,834,0,7,183,835,0,3,79,UQA430(2)/UII100(1)/UMX100(1)/UIZ000(1)/UQA001(1)/UBA100(1)/UQX100(3)/UMK600(2)/UQS116(2)/UQA330(2)/UFM200(1)
4117110200108600001,2014,11,2540346,3346.0,1829000,Re1,Lc08,3346,A116,A200,Us420,Hg02,Fm04,Rs02,76.685,0.188,1.208,76.105,0.1,1.126,103.15,94.015,592,0,3,10,215,3,25,154,169,2,7,175,1011,0,0,31,297,3,51,421,178,8,43,148,1239,0,0,21,766,0,1,3,57,7,31,135,436,1,9,22,120,14,100,456,892,0,2,19,516,0,7,21,834,0,2,22,85,61,361,1733,137,21,126,437,373,3,22,135,409,1,13,67,UII100(1)/UMX100(1)/UQS116(3)/UIZ000(1)/UQA001(1)/UQQ300(1)/UBA100(1)/UQS117(3)/UDP100(1)/UQA130(1)/UMK600(1)
4121010600200100006,2021,5,13838,1662.0,27400,Re2,Lc05,1662,A144,A200,Us720,Hg03,Fm04,Rs12,92.971,0.47,2.239,94.382,0.349,1.684,108.65,102.05,643,0,2,12,333,7,20,161,472,1,15,185,845,0,5,35,333,3,35,512,407,1,33,166,806,0,1,21,1090,0,0,3,333,5,29,152,434,3,7,24,326,19,73,468,1060,0,0,22,347,1,1,21,888,0,2,22,331,41,259,1800,331,31,88,468,414,2,16,161,333,5,9,71,UFM100(1)/UFM120(1)/UQA430(1)/UDV100(1)/UQS530(2)/UBA100(1)/UIA100(2)
4121010400108220001,2022,9,1103202,1686.0,585500,Re1,Lc01,1686,A113,A200,Us510,Hg02,Fm03,Rs12,99.607,0.247,3.721,99.605,0.243,2.882,120.06,108.82,613,0,2,19,507,0,29,210,464,1,34,241,341,3,8,38,422,3,131,750,372,2,28,203,383,2,3,20,1782,0,0,4,307,2,32,234,974,0,1,28,471,3,54,607,843,0,3,30,1222,0,0,14,669,0,5,37,424,9,344,2637,391,2,73,581,509,0,53,318,580,0,16,133,UOA120(2)/UQA121(1)/UDW100(1)/UQS121(2)/UQQ300(1)/UBA100(1)/UOA120(1)
4121010400104250001,2020,11,694152,2377.0,545800,Re1,Lc01,2912,A144,A214,Us510,Hg02,Fm04,Rs10,90.577,0.38,5.302,92.517,0.31,3.639,103.09,100.09,233,1,3,21,280,9,26,241,277,7,30,286,304,2,7,52,147,80,136,808,113,17,31,236,539,0,3,20,1438,0,0,3,231,11,38,276,745,0,1,34,155,11,59,647,436,3,5,34,1513,0,0,14,416,1,1,42,130,128,328,3034,175,39,77,640,229,28,48,360,353,6,14,146,UOA120(2)/UQA430(1)/UQA122(3)/UQS118(3)/UDV100(1)/UBA100(1)/UOA120(1)/UQQ300(3)/UDW100(2)
1154510200201670010,2018,4,938207,1060.0,1280000,Re2,Lc05,1060,A133,A200,Us730,Hg03,Fm04,Rs10,82.573,0.352,1.436,79.94,0.302,1.586,103.04,98.931,536,0,5,28,130,17,69,520,111,16,68,432,462,2,7,76,130,35,173,1339,309,8,49,466,572,0,2,27,516,0,2,7,133,15,68,587,334,1,7,37,133,34,172,1382,411,1,7,51,223,1,2,18,375,2,4,136,130,94,714,6310,133,36,160,1280,433,4,72,695,491,1,31,267,UMZ100(1)/UQA330(1)/UOA100(1)/UQA01X(1)/UQS118(3)/UQQ300(1)/UBA100(1)/UIK100(2)/UNE200(1)/UIG600(1)/UMK600(1)
1154510200103030014,2022,6,14674710,1839.9,4200000,Re1,Lc09,1839.9,A133,A200,Us420,Hg02,Fm03,Rs06,99.701,0.383,2.373,99.261,0.404,2.293,120.1,108.21,401,2,4,30,73,31,136,642,153,9,39,505,419,3,5,83,268,18,91,1513,62,22,113,544,593,0,2,33,674,0,1,10,74,30,132,706,392,3,11,44,43,64,267,1784,530,0,6,73,407,1,4,21,318,6,39,182,41,215,1285,8036,35,39,292,1516,320,13,90,929,95,5,38,366,UMZ100(1)/UQA330(1)/UQA01X(1)/UDX200(1)/UBA100(1)/UQA002(1)/UNE200(1)/UIG600(1)
1154510100100600023,2022,10,20901761,3349.0,4728000,Re1,Lc09,3349,A133,A200,Us420,Hg02,Fm03,Rs06,100.655,-0.007,3.353,100.191,0.005,3.252,120.68,109.16,126,2,4,32,31,54,161,667,70,7,29,534,855,0,4,81,70,44,113,1552,10,56,134,566,626,0,1,37,423,1,3,13,83,75,159,756,163,5,9,44,102,104,333,1961,258,2,4,74,149,2,4,25,238,22,49,215,33,665,1571,8534,76,167,382,1583,101,38,86,990,226,11,32,379,UMZ100(1)/UQA330(1)/UQS100(3)/UHJ200(3)/UQA01X(1)/UDX200(1)/UHJ300(3)/UHA100(1)/UQQ300(1)/UBA100(1)/UQR300(1)/UNE200(1)/UIG600(1)/UHJ100(1)
1154510100100340006,2018,12,4830188,265.0,2924000,Re1,Lc08,265,A114,A200,Us310,Hg02,Fm07,Rs06,85.222,0.418,4.691,83.503,0.433,6.114,103.03,98.988,288,2,3,39,116,42,140,711,146,7,51,565,188,1,2,82,68,36,153,1705,126,37,120,590,301,1,3,35,261,3,3,16,141,49,161,810,106,2,7,53,10,118,328,2060,566,0,8,76,484,1,4,24,167,14,64,223,45,652,1700,9101,129,114,350,1711,205,41,134,1047,218,16,49,393,UMZ100(1)/UOA100(1)/UQA01X(1)/UQA122(1)/UBA100(1)/UNE200(1)/UIG600(1)
1153010200100810003,2017,11,4248833,1821.1,4250000,Re1,Lc10,1821.1,A115,A200,Us220,Hg02,Fm01,Rs03,82.227,0.267,3.419,78.422,0.334,3.957,102.04,97.347,689,0,5,36,48,23,96,707,194,16,76,510,320,2,11,90,98,28,170,1711,45,28,73,608,307,3,6,43,711,0,3,18,48,35,93,813,324,6,10,72,67,75,280,2068,130,8,15,72,419,1,2,29,309,15,40,217,11,425,1422,9158,14,60,204,1803,14,53,147,1029,101,26,63,388,UDX200(1)/UQA001(1)/UBA100(1)/UQS120(3)/UQA123(1)/UNE200(1)/UIG600(1)/ZA0009(1)
1153010200105510146,2021,1,4259259,324.0,2677000,Re1,Lc08,324,A114,A200,Us150,Hg03,Fm05,Rs10,94.695,0.3,0.3,92.517,0.408,0.408,105.05,101.04,358,4,8,39,146,27,82,720,95,16,68,519,301,2,9,89,67,116,250,2265,41,24,68,693,554,0,7,39,349,1,3,23,145,22,97,839,361,3,18,82,78,82,260,2059,219,3,11,82,1150,0,0,25,272,10,19,289,61,382,1216,9935,92,84,246,2022,52,39,131,1091,171,15,44,399,UNE200(1)/UQA122(1)/UQA001(1)/UBA100(1)
1156012500100130015,2014,12,7178043,142.1,3753000,Re1,Lc08,142.1,A133,A200,Us210,Hg02,Fm03,Rs04,71.921,0.168,1.838,71.34,0.176,2.662,102.14,94.006,318,1,5,43,72,31,87,601,46,15,59,428,237,3,6,77,94,90,188,2661,32,31,94,648,435,2,4,45,539,0,5,22,56,31,83,672,585,0,12,88,122,76,215,1767,162,2,5,62,765,0,1,37,106,10,23,200,13,410,1336,8085,0,92,313,1835,85,45,90,936,89,15,32,315,UMZ100(1)/UQA330(1)/UOA100(1)/UQA01X(1)/UDX200(1)/UBA100(1)/UNE200(1)/UMK600(1)
1156012600100330001,2020,5,9072887,4338.2,4466000,Re1,Lc08,4338.2,A133,A200,Us420,Hg02,Fm07,Rs05,89.719,0.381,2.131,89.57,0.336,1.88,101.96,99.44,449,1,5,43,110,21,79,587,94,13,52,427,432,2,5,74,75,23,202,2675,0,15,93,601,574,0,3,45,82,1,4,22,151,15,84,637,809,0,5,84,72,49,176,1767,308,2,4,63,933,0,1,34,175,4,16,186,51,191,957,7758,69,53,247,1808,93,10,116,949,100,4,33,313,UMZ100(1)/UQA330(1)/UQQ600(1)/UQA01X(1)/UDX200(3)/UDT100(1)/UQS500(3)/UBA100(1)/UNE200(1)/UQS100(2)/UMK600(1)
1156012900100260003,2020,5,20422535,284.0,5198000,Re1,Lc08,284,A133,A200,Us230,Hg02,Fm03,Rs01,89.719,0.381,2.131,89.57,0.336,1.88,101.96,99.44,15,2,3,26,51,21,56,596,194,12,36,327,360,2,12,55,69,32,120,2240,21,15,57,649,62,1,5,31,43,1,3,22,63,21,43,591,157,4,8,156,60,51,124,1540,208,1,7,48,146,1,7,57,64,8,16,192,0,275,589,8681,70,92,171,2483,42,18,56,883,45,8,19,286,UMZ100(1)/UQA330(1)/UQA01X(1)/UDX200(1)/UQQ300(1)/UQS500(3)/UBA100(1)/UNE200(1)/ZQ0001(1)/UMK600(1)
1147010200109000004,2019,2,5449921,3302.8,3244000,Re1,Lc28,3302.8,A133,A200,Us230,Hg02,Fm04,Rs01,86.055,0.389,0.823,84.058,0.275,0.664,103.02,99.311,625,0,3,26,0,7,43,528,113,8,28,367,135,2,7,65,180,14,400,2247,243,2,36,464,374,2,6,32,242,1,3,18,273,1,39,474,571,0,1,67,179,18,132,1467,69,2,4,46,502,0,3,46,800,0,5,85,177,16,306,6456,184,7,107,1827,197,1,56,800,519,0,21,261,UMZ100(1)/UQA330(1)/UQV200(3)/UQA01X(1)/UQS100(3)/UQA122(3)/UQA123(3)/UOA100(1)/UJB100(3)/UQQ300(1)/UBA100(1)/UMK600(2)/UQU500(3)/UNE200(1)/UQA430(3)/UQW220(3)
1144012700116500000,2014,11,8040001,2911.4,8871000,Re1,Lc08,2911.4,A122,A200,Us220,Hg02,Fm03,Rs02,68.324,0.263,2.61,71.215,0.198,2.482,103.15,94.015,289,1,2,18,59,19,47,339,95,16,35,244,252,2,4,47,104,21,75,922,1,37,83,214,867,0,2,20,710,0,3,10,59,30,76,284,59,7,12,36,126,25,97,859,414,2,6,31,271,2,8,40,690,0,8,54,55,347,742,3258,4,118,224,987,109,37,55,381,150,13,20,148,UMZ100(1)/UOA120(2)/UQS116(3)/UQT320(3)/UQA123(3)/UQA220(1)/UQQ300(1)/UQS120(3)/UBA100(1)/UDP100(1)/UNE200(1)
1144012700115880000,2019,7,8560000,2054.5,9249000,Re1,Lc08,2054.5,A122,A200,Us230,Hg02,Fm01,Rs04,85.842,0.483,2.788,85.818,0.484,2.772,103.5,99.187,609,0,4,20,60,17,45,287,126,15,39,212,229,3,6,38,54,20,94,728,60,23,70,186,566,0,1,20,853,0,1,10,50,33,68,238,275,3,9,25,60,26,109,739,478,2,6,32,486,1,2,36,55,1,8,44,48,277,625,2514,54,98,185,636,59,25,56,309,300,9,22,120,UMZ100(1)/UOA120(2)/UQS118(3)/UNE425(1)/UQA220(1)/UQQ300(1)/UBA100(1)/UDP100(1)/UNE200(1)/UOA120(1)
4128113200103680035,2018,6,48707,8007.0,49100,Re1,Lc05,8007,A144,A200,Us720,Hg02,Fm07,Rs06,80.576,0.483,2.122,83.617,0.404,2.008,103.37,98.779,822,0,1,19,231,2,13,282,127,7,22,207,491,1,4,41,238,2,45,772,148,1,13,162,553,0,1,20,1458,0,0,9,217,1,11,233,824,0,2,21,159,20,65,777,802,0,1,30,464,1,2,22,1078,0,0,36,160,10,89,2601,362,1,22,627,210,2,20,308,217,1,5,119,UFM120(1)/UDL100(3)/UQQ600(1)/UQA122(3)/UQA430(1)/UQT320(3)/UQA123(3)/UNE424(1)/UMZ100(2)/UNE121(2)/UDV100(1)/UBA100(1)/UNE121(3)/UFM110(3)/UQQ300(3)/UMZ100(3)/UMK600(1)
4128113200103910000,2021,4,2646070,22085.2,1876000,Re1,Lc08,22085.2,A116,A200,Us230,Hg02,Fm05,Rs02,93.696,0.42,1.729,94.054,0.357,1.33,108.06,101.98,694,0,2,18,294,3,12,266,316,5,10,184,653,0,2,48,504,0,35,866,895,0,6,125,1956,0,0,13,2204,0,0,7,934,0,1,213,1881,0,0,8,208,9,37,878,1608,0,0,22,535,0,2,17,1606,0,0,38,162,4,80,2755,296,4,30,603,934,0,5,374,967,0,2,139,UFM110(2)/UQS117(3)/UIA100(2)/UMZ100(3)/UQA130(1)/UMZ100(1)/UQQ600(3)/UBA100(1)/UNE425(2)/UDL100(1)/UNE121(2)/UQS122(3)/UQS115(3)/UDV100(3)/UFM120(3)/UNE121(3)/UIA100(3)/UQT320(3)/UQQ300(1)/UQA430(3)
4128111300100650001,2022,4,145878,4113.0,33300,Re1,Lc05,4113,A144,A200,Us720,Hg03,Fm05,Rs12,98.246,0.361,1.491,98.07,0.335,1.296,118.59,106.83,1169,0,0,13,756,0,3,220,719,0,7,146,955,0,1,44,962,0,1,772,1304,0,0,98,1870,0,0,15,2257,0,0,6,1376,0,0,154,2272,0,0,7,651,0,10,700,1777,0,0,17,697,0,2,15,1684,0,0,28,426,2,13,2266,759,0,6,510,1376,0,0,302,1438,0,0,106,UMZ100(1)/UFM120(1)/UQQ600(1)/UQA430(1)/UDV100(1)/UNE121(1)/UBA100(1)
4128111300103260003,2019,7,59182,16079.0,29000,Re1,Lc05,16079,A144,A200,Us720,Hg03,Fm07,Rs12,85.845,0.423,2.993,87.666,0.356,2.419,103.5,99.187,452,1,1,15,394,2,3,212,286,1,1,143,283,1,1,41,498,1,1,763,217,5,7,115,1564,0,0,15,2518,0,0,4,429,2,2,172,1666,0,0,8,343,9,15,683,2016,0,0,15,787,0,2,14,1671,0,0,29,141,55,80,2405,167,11,14,566,1813,0,0,306,1813,0,0,118,UFM120(1)/UIA100(3)/UQQ600(1)/UOA120(2)/UQA430(1)/UMZ100(2)/UOC800(2)/UDV100(1)/UBA100(1)/UNE121(1)/UNE121(3)
4128111200102320001,2017,7,207200,3861.0,187300,Re1,Lc02,3861,A144,A200,Us510,Hg01,Fm07,Rs12,77.815,0.388,2.453,80.826,0.313,2.004,100.89,97.499,874,0,1,12,322,2,14,125,349,2,15,102,463,1,3,18,303,26,53,394,381,1,6,83,534,0,2,14,1570,0,0,4,322,3,8,90,823,0,3,8,331,18,45,367,531,0,1,11,672,0,2,17,1189,0,0,6,241,62,145,1544,241,16,51,395,357,3,6,152,425,2,3,69,UQA430(2)/UMZ100(1)/UQQ600(1)/UJC100(2)/UQS117(2)/UQT320(2)/UQQ300(1)/UBA100(1)/UNE121(1)/UDL100(1)/UQW100(2)/UQA130(2)
4128111200200300001,2014,8,174486,2579.0,356000,Re2,Lc05,2579,A144,A213,Us530,Hg03,Fm07,Rs12,73.557,-0.078,0.209,75.871,0.077,0.814,104.58,94.551,473,1,2,16,232,4,18,145,269,4,16,128,368,1,4,25,200,41,67,493,401,2,14,89,131,2,3,14,1289,0,0,4,339,4,16,109,522,0,2,8,352,10,68,428,484,1,1,12,530,0,4,16,762,0,1,5,117,60,277,1653,211,15,80,421,368,3,10,175,433,2,7,74,UQA430(2)/UMZ100(2)/UOC800(2)/UQA121(2)/UDV100(2)/UFM120(2)/UNE121(2)/UBA100(1)/UFM200(2)/UFM110(3)/UQQ600(2)/UQQ300(2)
4128111100200320002,2021,5,222929,3140.0,51500,Re2,Lc05,3140,A144,A213,Us720,Hg03,Fm05,Rs08,94.082,0.413,2.148,94.382,0.349,1.684,108.65,102.05,578,0,2,10,204,7,37,118,66,11,33,96,230,1,5,13,163,14,119,321,470,1,12,67,627,0,2,13,678,0,1,3,204,3,20,66,1015,0,0,5,206,29,137,316,290,1,3,8,1080,0,0,18,1451,0,0,5,195,49,462,1274,201,13,102,310,313,3,51,117,310,1,23,44,UQA430(2)/UFM120(1)/UFM200(3)/UMZ100(2)/UQA121(2)/UDV100(2)/UBA100(1)/UQQ300(2)/UOA120(1)
4128111000104140004,2022,1,147058,3944.0,235100,Re1,Lc02,3944,A144,A200,Us510,Hg02,Fm04,Rs08,97.174,0.384,0.384,97.123,0.318,0.318,114.4,104.85,401,2,2,9,160,4,14,101,192,5,17,74,395,2,4,13,165,28,95,295,365,4,14,63,1158,0,0,11,1674,0,0,3,336,5,10,58,2365,0,0,4,158,3,22,272,505,0,2,8,485,1,4,26,1630,0,0,6,363,45,203,1158,166,14,42,282,412,4,21,103,424,1,10,39,UQA430(1)/UMZ100(2)/UQT320(3)/UQQ300(3)/UDP100(3)/UBA100(1)/UDV100(1)/UQS122(3)/UQA430(3)/UMZ100(3)/UMK600(1)
4128111700103090004,2021,2,121100,5417.0,150200,Re1,Lc02,5417,A144,A200,Us610,Hg02,Fm05,Rs12,92.897,0.429,0.861,93.397,0.313,0.622,105.91,101.58,1755,0,0,5,268,3,4,44,370,1,1,52,1325,0,0,11,962,0,1,161,294,1,3,34,269,1,2,12,3124,0,0,0,910,0,1,35,2755,0,0,6,469,1,1,74,910,0,1,9,187,1,2,27,1646,0,0,11,261,14,27,547,338,2,3,98,1664,0,0,47,1816,0,0,25,UMZ100(1)/UQF120(1)/UQA430(1)/UJB100(2)/UDV100(1)/UBA100(1)/UMK600(2)/UQW100(2)
4128111700201520001,2019,3,17000,17804.0,10100,Re2,Lc05,18744,A144,A200,Us720,Hg04,Fm07,Rs12,84.287,0.336,1.124,86.443,0.35,0.99,103.38,99.121,1844,0,0,7,443,1,2,44,705,0,1,52,1808,0,0,10,1683,0,0,179,645,0,1,31,1004,0,0,12,3855,0,0,0,1104,0,0,39,2023,0,0,6,527,0,1,81,1407,0,0,11,543,0,2,27,1454,0,0,15,458,2,18,619,542,0,2,103,1478,0,0,53,1717,0,0,27,UFM120(1)/UQA430(1)/UMZ100(2)/UDV100(1)/UBA100(1)/UMK600(1)
4128111600102780001,2017,11,132706,3617.0,145900,Re1,Lc01,3451,A144,A200,Us510,Hg03,Fm07,Rs12,78.672,0.395,3.581,81.732,0.296,3.148,102.04,97.347,775,0,1,4,594,0,9,38,326,1,13,47,597,0,2,6,528,0,26,92,277,2,5,16,901,0,5,12,5353,0,0,0,666,0,9,30,324,3,3,3,553,0,19,65,667,0,3,5,468,1,1,20,724,0,7,15,337,1,139,425,528,0,15,73,728,0,18,30,728,0,7,18,UOA120(2)/UQA430(1)/UMZ100(2)/UDV100(1)/UBA100(1)/UFM120(3)/ZH0021(2)
4128111700200160001,2020,4,15716,162889.0,14400,Re2,Lc05,162889,A144,A200,Us720,Hg03,Fm07,Rs08,88.956,0.38,1.506,90.485,0.287,1.364,101.93,99.5,1322,0,0,4,288,1,2,39,667,0,2,47,551,0,1,7,724,0,2,85,535,0,3,16,924,0,2,15,6199,0,0,0,546,0,2,30,821,0,3,4,320,1,2,73,1237,0,0,4,322,2,2,19,1307,0,0,14,295,3,12,384,284,4,7,66,1325,0,0,29,1328,0,0,12,UQA430(2)/UOA120(2)/UMZ100(2)/UQS118(2)/UIA100(2)/UDV100(2)/UFM120(2)/UBA100(1)/UQA121(3)/UDV100(3)/UFM200(2)/UFM110(3)/UQQ300(3)/UMZ100(3)
4128111700106710013,2013,4,35217,4600.0,19900,Re1,Lc05,4600,A171,A200,Us720,Hg03,Fm07,Rs08,73.216,0.102,-0.156,74.781,0.106,0.272,104.93,92.823,2059,0,0,3,828,0,2,36,1516,0,0,39,901,0,1,8,1665,0,0,69,668,0,1,13,1360,0,0,12,7478,0,0,0,820,0,3,30,1997,0,0,5,973,0,1,74,2309,0,0,3,829,0,2,21,1400,0,0,11,885,0,4,348,721,0,6,60,1549,0,0,27,1545,0,0,13,UMZ100(1)/UQC001(1)/UFM110(1)/UBA100(1)/UQB100(3)
4148035026102820001,2013,8,211800,661.0,74000,Re1,Lc02,661,A163,A200,Us610,Hg02,Fm07,Rs12,77.377,-0.052,0.082,74.971,-0.019,0.527,104.82,93.238,2857,0,0,1,508,0,1,20,1294,0,0,20,1296,0,0,5,2245,0,0,36,268,1,2,8,154,1,1,7,8739,0,0,0,509,0,3,16,1122,0,0,2,430,1,2,30,3215,0,0,0,1288,0,0,12,1024,0,0,4,794,0,3,135,585,0,1,36,2009,0,0,5,819,0,1,4,UMZ100(1)/UOC800(1)/UQB200(1)/UNE121(1)
4148035026101880000,2013,11,94935,5134.0,90600,Re1,Lc01,5134,A163,A200,Us510,Hg02,Fm07,Rs10,77.357,-0.001,0.057,75.165,0.118,0.788,104.13,93.116,3800,0,0,0,454,1,3,12,571,0,1,1,571,0,1,4,3175,0,0,0,832,0,1,6,1040,0,0,4,9646,0,0,0,440,2,2,10,431,1,1,2,461,1,4,13,3037,0,0,0,1262,0,0,12,367,1,1,9,221,7,17,87,256,3,3,18,2482,0,0,3,465,1,1,3,UMZ100(1)/UQB200(1)/UNE121(1)
2915510400105750001,2019,2,604924,2390.0,249700,Re1,Lc01,2390,A113,A214,Us150,Hg03,Fm07,Rs12,87.567,0.45,0.883,87.577,0.407,0.838,103.02,99.311,474,1,1,8,388,7,31,367,207,10,27,247,208,2,6,61,229,11,87,1548,185,13,80,742,541,0,11,36,639,0,1,9,450,7,38,419,379,1,2,123,149,23,115,1040,525,0,9,62,466,1,5,44,461,2,11,336,150,47,521,5759,321,12,113,1628,451,7,69,689,331,2,26,251,UOA120(2)/UQA01X(1)/UQA122(1)/UQQ300(1)/UOA120(1)
2917010200100590005,2017,2,1281491,778.0,1571000,Re1,Lc08,778,A122,A200,Us210,Hg02,Fm07,Rs01,82.151,0.236,0.394,79.508,0.226,0.382,101.74,97.632,676,0,2,8,96,6,46,400,334,2,13,248,309,4,6,72,123,19,87,1210,93,27,108,779,316,2,3,42,287,1,3,8,135,9,69,427,491,1,9,124,65,33,123,1130,270,3,6,69,613,0,7,41,103,8,96,353,89,149,590,6617,152,26,147,1824,75,16,63,668,222,7,23,260,UQI100(1)/UQA01X(1)/UDX200(1)/ZE0018(1)/UQA220(1)/UDT100(1)/UQF130(2)/ZQ0001(1)
2917010500100030012,2020,11,2108336,1849.8,806500,Re1,Lc08,1849.8,A122,A200,Us210,Hg02,Fm04,Rs05,94.206,0.319,2.882,94.158,0.37,3.481,103.09,100.09,450,2,2,7,29,19,43,395,149,6,17,246,314,3,6,72,104,27,92,1212,133,31,79,757,351,3,7,47,869,0,1,7,27,14,35,411,780,0,3,137,96,24,94,1061,260,1,7,63,123,4,4,40,61,44,87,337,44,181,404,6341,55,47,98,1738,175,11,43,638,154,5,18,248,UOA120(2)/UQI100(1)/UQA01X(1)/UQS121(3)/UDX200(1)/ZE0018(1)/UQS118(3)/UQA220(1)/ZQ0001(1)/UQS122(3)/UDQ100(1)/UOA120(1)
2917010700111490036,2022,6,1885175,1167.0,811000,Re1,Lc02,1167,A114,A200,Us330,Hg02,Fm05,Rs07,99.375,0.263,1.485,99.281,0.265,1.512,120.1,108.21,977,0,1,10,87,16,55,298,90,9,33,244,89,2,6,66,74,28,159,1096,122,10,52,361,62,1,5,41,3076,0,0,0,197,9,43,256,468,2,6,49,63,22,77,668,193,2,5,37,477,1,2,22,455,2,9,182,61,229,1017,4208,103,41,188,888,115,13,79,490,121,4,30,158,UQS121(3)/UQA01X(1)/UQA122(1)/ZE0018(1)/UQP000(1)/UOA120(1)
2917011700100100008,2018,5,605304,1282.0,113200,Re1,Lc05,1282,A143,A200,Us720,Hg02,Fm05,Rs07,85.951,0.372,1.482,83.981,0.402,1.78,103.34,98.979,301,1,1,9,249,10,34,250,194,19,45,267,138,4,11,65,208,64,161,1124,97,21,38,232,463,1,7,35,4125,0,0,0,314,8,25,174,1013,0,0,41,259,17,67,524,344,3,5,31,839,0,1,17,374,6,7,52,121,171,486,3766,226,31,99,784,181,48,80,333,164,13,25,104,UOA120(2)/UQA430(1)/UQA01X(1)/UOA110(2)/ZE0018(2)/UQP000(2)/UQS119(3)/UFM200(1)/UOA120(1)
2917011600107530030,2015,4,1526921,1913.0,698400,Re1,Lc08,1913,A114,A200,Us210,Hg02,Fm07,Rs03,78.639,0.161,0.742,75.46,0.185,0.771,100.8,94.625,742,0,2,8,89,10,31,227,113,17,39,240,316,2,9,62,121,37,134,1011,422,5,39,206,35,4,5,27,4447,0,0,0,180,5,23,159,813,0,2,40,134,23,58,472,480,1,7,25,927,0,1,19,228,6,6,32,64,99,456,3459,139,17,91,715,169,16,76,317,170,7,24,101,UQS121(3)/UQA01X(1)/ZE0018(1)/UQA122(1)/UQF130(2)/UDX200(2)/UQP000(1)/UOA120(1)
2917011600200070005,2020,5,5702,4959.0,5620,Re2,Lc05,4959,A144,A200,Us720,Hg03,Fm07,Rs12,92.685,0.227,1.222,92.476,0.268,1.633,101.96,99.44,653,0,3,7,353,6,22,122,206,10,31,159,433,2,8,41,287,48,194,612,524,0,14,105,396,1,2,26,5962,0,0,0,416,1,17,80,789,0,2,15,329,13,40,279,554,0,3,19,593,0,2,26,1734,0,0,13,339,50,302,1712,332,7,67,378,355,4,33,186,512,0,10,59,UFM100(1)/UQS400(3)/UFM120(1)/UQA430(1)/UQA01X(1)/UDV100(1)
